219399672,DTNLatinAmerica,2391,106,73409,81,0,0,1043.2354334438655,0.033877038895859475,1,125,0.0,0,0.0,1.0,0.015,0.018,6904.3703703703704,13409.607709619579,0.0,0.0,17.701,0.016,0.018,1,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,1
66701834,SpideyOnBway,13656,416,15839,2066,260,0,184.60372960372962,0.1512888107791447,1,158,33.52173913043478,545,0.425,0.137,0.389,0.431,10732.738738738739,31034.211925625812,0.069,0.0,12.642,1.399,2.2,0,15,313,37,0,0,47,0,1,0,317,0,152,0,51,21,0,0,46,0,0
49901138,karltorres,1791,23,12912,1710,0,0,147.2291904218928,0.9547738693467337,1,18,0.0,0,0.001,1.0,0.014,0.015,13248.694694694695,22028.858488905094,0.0,0.0,18.466,0.014,0.015,0,0,0,31,0,0,56,0,0,2,0,1,615,0,122,10,0,0,163,0,1
21259285,Control_Design,13444,403,11340,1818,164,0,123.48457350272233,0.1352276108301101,1,69,0.15384615384615385,3,0.803,0.995,0.659,0.421,18535.946946946948,28357.763496557953,0.267,0.0,8.597,0.685,0.733,0,173,23,19,0,0,39,0,0,0,0,0,383,0,214,26,15,0,108,0,1
346638569,EastleighPolice,11923,95,22034,333,339,0,355.19613111230524,0.027929212446531914,1,138,3.8260869565217392,68,0.4779116465863454,0.3393574297188755,0.7650602409638554,0.3373493975903614,40649.700502512562,64795.094544990214,0.33232931726907633,0.0,10.92871485943775,1.4016064257028114,1.1606425702811245,0,102,86,23,0,0,52,0,4,0,0,0,436,0,109,84,0,0,100,0,0
251383614,srs1159,1596,63,76971,1997,2975,0,1136.9423929098966,1.2512531328320802,0,23,5.739130434782608,87,0.2374749498997996,0.3907815631262525,0.6222444889779559,0.18637274549098196,31561.139418254763,81724.956588018831,0.5761523046092184,0.0,3.630260521042084,0.06412825651302605,0.31763527054108215,0,185,51,65,0,0,58,0,3,0,0,0,375,0,124,47,0,1,89,0,0
41166790,InvestWatchDog,2999,153,28661,2037,10,0,322.6378986866792,0.6792264088029343,1,70,1.32,30,0.5,0.883,0.079,0.124,13784.506506506506,91509.38248734345,0.0,0.0,8.951,0.094,0.136,0,0,116,26,0,0,0,0,19,0,0,19,618,0,38,10,0,0,154,0,1
33664571,mzpascale,1338,79,62192,1920,13,0,692.5612472160357,1.4349775784753362,1,152,0.0,0,1.0,1.0,0.046,0.077,2808.4764764764764,5744.5330939655014,0.0,0.0,19.375,0.069,0.095,0,0,6,2,0,0,1,0,0,0,0,984,0,0,3,1,0,0,2,1,0
20439615,brodiegal,9939,232,80697,1906,4846,0,875.8719247467437,0.1917697957541,1,124,16.074074074074073,203,0.123,0.368,0.464,0.365,2346.9929929929931,6472.1346953277643,0.262,0.0,11.68,0.827,1.25,1,80,82,131,0,0,117,0,0,0,0,1,322,0,99,122,0,0,45,0,0
406189403,blahnxtsubj,1347,7,79974,981,2,0,1360.1020408163265,0.7282850779510023,0,32,5.608695652173913,27,0.05005107252298264,0.424923391215526,0.24208375893769152,0.06332992849846783,7250.2218813905929,13681.263416050348,0.14198161389172625,0.0,9.050051072522983,0.15730337078651685,0.07660878447395301,1,163,93,81,0,0,62,0,0,1,0,0,433,0,49,57,0,0,39,0,0
376399593,AndyCowen1,6877,59,16485,7066,1,0,272.93046357615896,1.027482914061364,1,160,0.0,0,1.0,1.0,0.051,0.283,13699.173173173172,122680.28792321106,0.0,0.0,13.919,0.136,0.378,1,0,14,25,0,0,18,0,456,0,0,405,1,0,47,24,0,0,9,0,0
806726,chris_coltrane,11115,381,50362,368,1254,0,434.9050086355786,0.033108412055780474,1,108,18.5,238,0.06412825651302605,0.23146292585170342,0.5170340681362725,0.4338677354709419,5881.7422266800404,13613.733106685042,0.2785571142284569,0.0,10.255511022044088,5.902805611222445,4.504008016032064,0,71,141,84,0,0,134,0,1,0,0,0,293,0,102,146,0,0,26,0,0
40107659,retonthenet,8384,253,78011,394,38793,0,876.5280898876405,0.046994274809160304,1,141,8.28,73,0.7054108216432866,0.3657314629258517,0.6503006012024048,0.5,10719.96188565697,26342.610958157322,0.19238476953907815,0.0,10.711422845691382,1.9929859719438878,1.0771543086172344,0,104,54,39,0,0,47,0,2,0,0,0,587,0,53,56,0,0,56,0,0
20094535,MarketingUK,351027,8801,33491,6682,1695,0,362.8494041170098,0.019035572762209175,1,107,0.28,5,0.141,0.985,0.881,0.869,3154.0270270270271,7713.4035670940448,0.008,0.0,13.221,3.989,3.593,0,3,16,18,0,0,32,0,0,0,0,4,523,0,190,11,11,0,192,0,1
19051864,ChristineCaine,279784,2533,21065,132,1342,0,226.58659017569022,0.00047179252566265404,1,81,2.1739130434782608,32,0.124,0.513,0.942,0.93,13606.092092092093,17417.26431543603,0.065,0.0,12.698,61.002,160.874,0,19,220,54,0,0,70,0,0,0,0,0,355,0,91,134,0,2,55,0,1
295888405,hellokayytee,2341,3,49489,969,4210,0,763.3264781491004,0.41392567278940623,0,35,9.91304347826087,68,0.018072289156626505,0.12248995983935743,0.3644578313253012,0.5301204819277109,13060.524623115578,25125.867069098666,0.20481927710843373,0.0,6.8805220883534135,0.28413654618473894,1.5783132530120483,0,111,54,50,0,0,67,0,0,0,0,0,572,0,46,61,0,0,35,0,0
57102597,collettasmith,4504,101,3683,448,52,0,42.36579754601227,0.0994671403197158,1,95,8.583333333333334,195,0.292,0.212,0.568,0.335,81301.676676676681,189833.39790812341,0.284,0.0,11.433,0.974,1.053,0,69,59,72,0,0,89,0,1,0,0,0,298,0,212,87,0,1,112,0,1
164632251,entertainGH,2079,11,10834,684,16,0,144.51756336149398,0.329004329004329,1,159,0.041666666666666664,5,0.269,0.905,0.107,0.087,18156.213213213214,28639.560443099675,0.01,0.0,12.305,0.141,0.129,1,22,44,24,31,0,41,0,31,0,0,4,503,0,191,44,1,0,63,0,0
23041645,GP_Today,3027,171,37205,98,2,1,407.3540145985402,0.032375289065080935,1,153,0.0,0,1.0,1.0,0.121,0.162,5660.0820820820818,8568.194704473226,0.0,0.0,9.24,0.13,0.177,0,0,0,1,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
